relative_path	id	source_text_sha256	zh_cn	kind	note
assets/data_spec/adv/game/scr/localized/010_UAFプロローグ.egpack	game_t00009_ruby	83359060836419A8F2CDA47488E716ACEE21D119421689309BCA172F4D9A123B		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00029_ruby	46592A43779B0853C9E8EC878AD37C0CA8F32AB4908D6AF703E7C88DA0DB93A7		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00086_ruby	08498113F8C467EE4FC8BBAE7B22ABC612BA8D32F1F6A685FDEE9DCD8D8579A5	第318战术机队:黑刀	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00091_ruby	B955E36A45555DF97CF2247B2DB0F2AC90CE162DF769E0BD79DC2EDCA8984611		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00096_ruby	8455F0D78389D48F71C8E8AAA7318911C9048623FEAD321CAA2ADC266844F2A1	舰桥结构物:Island;孤岛:Island	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00217_ruby	F9DEBFA1FAA954519000B183FAAFD69E773A3DF432029AF82E347BEA36972558		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00243_ruby	F37AB58F1CEBB6DD3BA3EC92E2DB8C0DF8C84F0C1F58BE98F07A3ED43C59D39D		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00318_ruby	7D386FA2397C2B03790BEEBC9996CF4F4B8663C42AF3EDF9C848B0D9351EB6EA	F-18E:超级大黄蜂	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00352_ruby	F9DEBFA1FAA954519000B183FAAFD69E773A3DF432029AF82E347BEA36972558		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00364_ruby	26ABC7E10C4316F6C3171A10E127A4CB777BD93D585917D280EDE703F6330CCB	体重:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00374_ruby	5171AAD920A97777709FA3F935305FA111E115A3795770563B0AD412B997BC2E	再重:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00480_ruby	D34AEE16BC86B68E6A7E47E877492CCD5BDAC55272D255E43A3185EA6CA77FE9	污垢:・・;气味:・・	ruby	按对应中文正文重新定位，保留术语别称、语义注释或强调点。
assets/data_spec/adv/game/scr/localized/020_UAF_DAY91_01.egpack	game_t00529_ruby	2D6112CD6908924BC01050F246533D1AD781DEBD376C5BF21175689B2A2DFA19		ruby	译文正文已表达此读音／同义表述，不在中文上方重复日文注音。
